Tweeter ,retweet count,liked count,language,Emotion,polarity,Postive/Neg,Sensitive ,text,,
@Minizorg,15,0,en,fear,negative,17,FALSE,RT @AngelaLMorabito: At some point this is just sad. Sad the way some people think the earth is flat or that chocolate milk comes from brow�,,
@AntiTesla20,0,0,en,unknown,negative,16,FALSE,@BillNyeActorGuy Core can be shown by seismic waves you sistematically reject any photographic proof. That way is easy to believe in flat earth,,
@_supermav_,0,1,en,unknown,positive,17,FALSE,@FlatEarthOrg If the earth is flat explain to me how someone can fly around the world and end up as the same starting point without changing direction?,,
@Foulkesy1,0,0,en,unknown,positive,18,FALSE,@T__E__S__L__A Actually it debunks the flat earth model of the sun moving around the equator. The reason why the sun appears due east at sun rise it because it is very far away.,,
@kayleighwelshx,0,0,en,unknown,neutral,18,FALSE,Am in Aidan�s hoose maself while he�s at the studio n his maws just came home n am sitting watching Shane Dawson�s flat earth video :)) promise a don�t actual believe it x,,
@TBesserwisser,0,0,en,unknown,positive,19,FALSE,@BrassWisdom @RealDCEric @EmeryThrash @BlancoIndian @ruthmari_85 @SkepticNikki @MexMarc What Christians believe or not are not really evidence right? Some people believe the earth is flat but them doing so does not make it so yes?,,
@MaicoTheMan,16,0,de,unknown,negative,18,FALSE,RT @mrlnxf: Wieso werden eig. Verschw�rungstheoretiker die an Hohlerde Echsenmenschen flat earth 9/11 = inside job etc. glauben sozial�,,
@Watsdecraicjmac,0,0,en,joy,negative,17,FALSE,@enochsearth @Steven76337974 That sounds more convincing Enoch than a flat earth with a local sun & moon whizzing past overhead with balloons floating in the air with satelittes attached and plane with a hologram of the ISS flying over Antarctica�s gian,,
@vincentrhodestv,0,0,en,unknown,positive,18,FALSE,I added a video to a @YouTube playlist https://t.co/mgTpZS3gif Doctor Says Earth Is Flat on CBS News,,
@vincentrhodestv,0,0,en,unknown,positive,19,FALSE,I liked a @YouTube video https://t.co/mgTpZS3gif Doctor Says Earth Is Flat on CBS News,,
@blay_johnny,0,0,en,unknown,positive,20,FALSE,@EsotericExposal is the earth flat?,,
@charles4264,0,0,en,unknown,neutral,20,FALSE,@AndrewWSYX6 I've seen pictures and video from private rockets and never did they show any curvature of the Earth they were always pictures of a flat Earth. One rocket even hits the dome.,,
@FlatEarthOrg,0,0,en,unknown,negative,19,FALSE,@Ceryyse @Asyraaf__ Why do you think that these two options are in disagreement with one another? The presence of a firmament wouldn't make the Earth any less flat.,,
@_D_L_Z,0,1,en,unknown,positive,20,FALSE,ERG explaining why the Earth is flat. #PoliticsLive,,
@_EvRo_,15,0,en,fear,negative,19,FALSE,RT @AngelaLMorabito: At some point this is just sad. Sad the way some people think the earth is flat or that chocolate milk comes from brow�,,
@ABTweet5,0,0,en,sadness,negative,18,FALSE,@T__E__S__L__A If the sun simply goes beyond our site when the sun �sets� how come we can�t get a telescope out and look at it. What explanation does the flat earth theory have.,,
@_MaryJewAnna_,1456,0,en,unknown,positive,19,FALSE,RT @JoeVargas: Proof that the earth is flat https://t.co/jVoO9bU3UI,,
@RonanB,131,0,en,unknown,positive,20,FALSE,RT @mikegalsworthy: @Jacob_Rees_Mogg And the earth is flat...Where did the Brexit fantasy cult come from?...,,
@Arthurish,0,0,en,unknown,positive,21,FALSE,@Rainmaker1973 Some people may believe that the Earth is just a flat disc in the bottom of a bucket. That's why all rockets have to go straight up. Start of a new cult? ???,,
@priBUMI_DATAR,11,0,en,joy,positive,22,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@Yung_mal99,11,0,en,joy,positive,23,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@PFBatt,11,0,en,joy,positive,24,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@HujumesipeT,0,0,en,unknown,positive,25,FALSE,#NASA have deceived us, we live on a #FlatEarth! #Bible #Jesus #Siduri https://t.co/EqJsMjzh8W Monday October 22 2018:8:,
@branstraub,11,0,en,joy,positive,26,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@OyeJaggu,11,0,en,joy,positive,27,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@wawanrahayu_,11,0,en,joy,positive,28,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@Tierraplana6,7,0,en,unknown,positive,29,FALSE,RT @Tierraplana6: If earth ? is a globe how come we only see meteorite showers coming from above? ?Have you ever thought of this? ??<><�,,
@jnunez_5,11,0,en,joy,positive,30,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@wFroze_,11,0,en,joy,positive,31,TRUE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@ericolds,1,0,en,unknown,positive,32,FALSE,RT @TruthFlat: Just floating this. If JFK Jr is not Q Then who is? How about Kushner? #QAnon #WWG1WGA #FlatEarth,,
@iamnoorulhaq,11,0,en,joy,positive,33,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@StellaAdamson8,2,0,en,unknown,positive,34,FALSE,RT @drumsthepit: Slogan in South Shields #flatearth @ishootstreetart @globalstreetart what�s it all about ? https://t.co/2U91YdA2Jk,,
@lmonasterio,11,0,en,joy,positive,35,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@spookydabkookie,11,0,en,joy,positive,36,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@priBUMI_DATAR,12,0,en,joy,positive,37,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@Yung_mal99,12,0,en,joy,positive,38,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@PFBatt,12,0,en,joy,positive,39,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@branstraub,12,0,en,joy,positive,40,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@OyeJaggu,12,0,en,joy,positive,41,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@wawanrahayu_,12,0,en,joy,positive,42,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@jnunez_5,12,0,en,joy,positive,43,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@wFroze_,12,0,en,joy,positive,44,TRUE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@iamnoorulhaq,12,0,en,joy,positive,45,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@lmonasterio,12,0,en,joy,positive,46,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@spookydabkookie,12,0,en,joy,positive,47,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@FlatEarthOrg,12,35,en,joy,positive,48,FALSE,Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@captdrbush,21,0,en,joy,positive,49,FALSE,RT @FlatEarthOrg: Good morning!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/f5gaKVChsc,,
@nicoljane1307,79,0,en,joy,negative,48,FALSE,RT @MrFlateartherz: Good morning flatearthers !!!Here's a proof of flat earth for the day Research #FlatEarth Join #flatearthsociety ht�,,
@rigatweetala,16,0,en,joy,positive,49,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/goJJ5NbdZn#FlatEarth #FlatEarthSociety https://t.co/713i1cBapT,,
@hbailliestrong,0,0,en,unknown,positive,50,FALSE,Also a possible #flatearther according to him interview in @thetimes this weekend ? https://t.co/HxaM4ORXP7,,
@prlrlr,0,2,en,unknown,negative,49,FALSE,siete prolly has gone to different skydoms but hes still a flatearther huh,,
@Royal_Time,0,0,ko,unknown,positive,50,FALSE,?? Flatearthers? ??? ????. ??? ?? Flatearther? ???? ? ??? ?? ???. https://t.co/XlU0HLOiO5,,
@3kv,0,0,en,unknown,positive,51,FALSE,Hahaaaa right! How do you explain being able to sail AROUND the earth? Oh.. and what's underneath? #flatearther #crackpots https://t.co/ZNmJD9sqMN,,
@GoldenerAluhut,0,23,de,unknown,positive,52,FALSE,Flatearther und die wissenschaftliche Methode. #mussmanwissen #researchflatearthHintergrund ist dieser Fernsehbeitrag: https://t.co/EA3OxcfknU https://t.co/jscLpesghc,,
@TerreurNeutre,0,0,fr,fear,negative,51,FALSE,J'ai rarement vu autant de raccourcis condens�s. C'est aberrant de dire des choses pareilles pire de les r�p�ter sans filtre critique. Comment rendre toute th�orie equivoque... kennedy=religion=flatearther #path�tique et  #m�prisant envers le r�el les lecteurs. @MonnatL https://t.co/xkzHVFcdpm,,
@Mezghitane01,0,6,fr,unknown,positive,52,FALSE,Mon coll�gue complotiste et #flatearther va me manquer ? je fais comment moi maintenant pour commencer mes journ�es sans discours sur les francs ma�on et du nouvel ordre mondial???,,
@mont__co,0,0,en,unknown,positive,53,FALSE,chan are you a flatearther?  #StrayKidsComeback,,
@WallaceWestland,0,1,en,unknown,neutral,53,FALSE,@ClimatismBlog @JaggerMickOZ @Conserv00301750 @lyndoes @txtrue @munungus @AtomsksSanakan @JWSpry @RJinBaltimore @sueytonius @caerbannog666 @maralago_ @kmpClimate @PolAnimalAus @FraserMacLeod5 @Tokyo_Tom @priscian @msroberts0619 @PoeBrianL @RoyPentland @fl,,
@ABurdiez,0,1,es,unknown,positive,54,FALSE,Esta foto la tom� el astronauta Alex desde la ISS. Totalmente plana #irulanducci #oliveriba�ez #miguelnu�ez #FlatEarth #TierraPlana #tierraplanarepublicadominicana #flatearther #pedroduque #nasa #NASASocial #iss #hastalomasalto #DonaldTrump #donatumelenachallenge https://t.co/g5uGXTWjKW,,
@FlatEarthFC,0,1,und,unknown,positive,55,FALSE,#FlatEarth#FlatEarther#FlatEarthFightClub https://t.co/QPHKcCNnrq,,
@FlatEarthFight,0,0,und,unknown,positive,56,FALSE,#FlatEarth#FlatEarther#FlatEarthFightClub https://t.co/pXLMcqSvP5,,
@EvadSmon,0,0,en,unknown,positive,57,FALSE,@DerekNero23 @buffalobills @Chiefs Whaley liked his progressive FlatEarther takes,,
@bingesnigh,0,0,en,unknown,positive,58,FALSE,@Superfried_rice @awyelyah Flatearther?,,
@WadeAndersonPT,0,2,en,joy,negative,57,FALSE,@kimpaquette @WPipperger @cyber_wolf35 @RobertAuers @lorakolodny you need to give up @kimpaquette  it is like trying to argue with a flatearther that the world is round  ?,,
@Nat_Bogach,86,0,en,unknown,negative,56,FALSE,RT @SaywhatNathan: Wore this shirt today.  A few people misunderstood that it's an anti-colonial statement and thought I was a flat earther�,,
@richy_mcnally,0,0,en,joy,neutral,56,FALSE,@Thebossitalian You sound like a conspiracy theorist you're not a flat earther are you ? Most UK Islamic terrorists are born here so would say was more to do with their ideology than foreign policy domestic policy or conpsicrices but why not run your own ,,
@queso_the_rogue,0,0,en,unknown,neutral,56,FALSE,@WeAreWakinUp @james_bluhm This guy is literally a Hitler fan. I don't think you or any other flat earther wants any association with this level of scum. https://t.co/pxf1gq5a7W,,
@khakipillowslip,0,2,en,unknown,positive,57,FALSE,"@Smamfa75 @1_SeptemSeptem @PeterOHanrahaH I think I found one of his old Twitter accounts.. ""Flat Earther vegan..."" -figures. What an absolute bunch of goons.",,
@iamgreerbarnes,86,0,en,unknown,negative,56,FALSE,RT @SaywhatNathan: Wore this shirt today.  A few people misunderstood that it's an anti-colonial statement and thought I was a flat earther�,,
@Pjsingh55011040,0,0,en,joy,positive,57,FALSE,@BBC_TopGear @flintoff11 @harrismonkey @PaddyMcGuinness Talk about dumbing down a flat earther and a dimwit whose puns sound like something a nine year old would come up with,,
@_iulianacosmina,0,0,en,joy,positive,58,FALSE,@Daniel_Sloss This would totally impress a romantic flat-earther. ,),
@Pjsingh55011040,0,0,en,joy,positive,59,FALSE,@BBCSport Talk about dumbing down a flat earther and a dimwit whose puns sound like something a nine year old would come up with,,
@mrpcoIIins,0,0,en,unknown,neutral,59,FALSE,@__jonnyg @guardian pretty sure flintoff has some fairly dim views in him. he's a flat earther for one thing.,,
@TxUFOSightings,0,0,en,unknown,neutral,59,FALSE,@StephenCorden Nope.  Most of reality is unknown and we filter it out. The evidence for these parts of reality come in the form of ghosts UFOs and intuitions that are true but just science hasn't caught up to yet. I'm not a flat earther but maybe one day ,,
@Cooper_d00d,0,3,en,unknown,positive,60,FALSE,Met a flat-earther today. Never want to do that again.,,
@AnsgarTOdinson,0,1,en,unknown,negative,59,FALSE,I liked a @YouTube video https://t.co/vxkhtXBldm FLAT EARTH OWNED: Flat Earther Deletes Channel and Doesn�t Show,,
@kskinnervan,1,0,en,anger,neutral,59,FALSE,RT @TruthWrite: Like today the troll Laura G�s tweets are being amplified by an anti-Catholic flat earther with a history of hate crimes�,,
@Sillywalkmary,0,0,pt,unknown,positive,60,FALSE,@LeitoraCompuls2 @Sir_Bronn_ Ele � um banana earther e eu uma flat earther. Ainda por cima ele � **inserir signo de quem nasce em Julho** e eu escorpi�o.In com pa t� veis,,
@TruthWrite,1,5,en,anger,negative,59,FALSE,Like today the troll Laura G�s tweets are being amplified by an anti-Catholic flat earther with a history of hate crimes who has used multiple accounts to stalk and harass me due to my religion. @TwitterSafety @FBIIndianapolis https://t.co/zF2d78OIpN,,
@AKaninchenbau,0,0,en,unknown,negative,58,FALSE,...read up on some Null Lore on Wikimon because I've never bothered to before ending up studying the potentially questionable shape of all the Digital Space coming to the conclusion that the Digital World-Planet is only a thing in Frontier the DW should be flat everywhere else,,
@LBF777,1,0,en,anger,negative,57,FALSE,RT @TS_SCI_MAJIC12: The Earth is not flat.People who push this theory should be considered hostile enemy combatants of the people on this�,,
@IbadBilali,38,0,en,joy,negative,56,FALSE,RT @CBSNews: Flat Earthers proudly hold onto their beliefs that man never walked on the moon our planet is a disc surrounded by ice and n�,,
@cheerio46,68,0,en,unknown,negative,55,FALSE,RT @WomeninCoastal: Have you heard of Marie Tharp? She discovered the ocean floor is not flat as previously thought and found the global m�,,
@CanadianGIS,68,0,en,unknown,negative,54,FALSE,RT @WomeninCoastal: Have you heard of Marie Tharp? She discovered the ocean floor is not flat as previously thought and found the global m�,,
@my_shenanigons,0,0,en,unknown,negative,53,FALSE,@FnicholasR @PatriotParris @katt9454 @BatgirlWins @ParfaitPatty @mattwire22 @delictum @mba382 @DJ2779 @Jesse45Colt @pjdacosta68 @Charcin34Davis @Jeanniecraig15 @SamOliva308 @TheOthersRdead @JamesBondNNZ @zeusFanHouse @zombie19771 @nattyannletter @Mansardt,,
@TS_SCI_MAJIC12,1,16,en,anger,neutral,53,FALSE,The Earth is not flat.People who push this theory should be considered hostile enemy combatants of the people on this planet.Deception is a powerful tool.Imagine the power one yields over another who believes a square is a circle or a sphere is a plane.,,
@Evan_penton,0,2,en,joy,positive,54,FALSE,@FlatEarthOrg @1kingsbay in this fantasy world known as flat earth theory every  planet like thing in the universe is spherical. just not Earth.,,
@AiNaTow,0,0,en,joy,positive,55,FALSE,@JBadass408 @GerbusJames @TeemoClash @PeterValdo @zahadoom @keigh_see @badibulgator @TheCarp86835734 @def732dan @globalist13903 @BostonsBuddha @AuntieScience @hplarc12345 @forthemasses @W2g49Harry @dwolfman54 @aaronsburrell @hugh_bothwell @doctorbuttons @,,
@CruisingCrypto,0,4,en,unknown,positive,56,FALSE,QUESTION'S for flat earth people 1 whats on the bottom ?2 where is the edge ?3 if you flew a plane in one direction  how would you end up in the same spot        as you started ?4 are we the only flat planet ?5 sorry about you !,,
@OmioneEvents,0,0,en,surprise,positive,57,FALSE,An Amazing Fact: Members of the International Flat Earth Society begun in 1956 say they believe our planet is as flat as a dinner plate�despite... https://t.co/qVTQgEvCDS,,
@skLynne1,0,0,en,sadness,positive,58,FALSE,@NaamaYehuda @NBCNews @NBCOUT Race is unchangeable mor*n!! What planet did you fall off? A flat one for sure! All of your ideas are so far from the truth it's really quite funny. The only hope for mankind is when humans get past the age of 50 and they fin,,
@TWEnclosure,0,1,en,unknown,negative,57,FALSE,?? WINX vs ENABLE ???????Who really is the quickest lady on the planet?! ?Have a read of our opinion on the most asked question in flat racing HERE ??https://t.co/wCc0CRzQog,,
@uglykidgang,0,2,en,unknown,neutral,57,FALSE,The more I watch videos about flat Earther's explaining why they think the Earth is flat the more I wish Thanos was an actual person who wiped out half the life on this planet.,,
@RSP212,0,1,en,sadness,negative,56,FALSE,@shkeengolf Holy shit man this is me.  Ive been trying to get my wrist flat with a strong grip only to snap hook it off the planet.,,
@Shanett89416053,12,0,en,unknown,positive,57,FALSE,RT @ZFlatEarthTruth: TheEarthIsFlat#FlatEarth,,
@Shanett89416053,0,0,en,unknown,positive,58,FALSE,@MGoedblick @ZFlatEarthTruth Wow. The Bible is a Flat Earth book. ?,,
@simmetry2,0,0,en,sadness,negative,57,FALSE,"Hoodie weather is here now actually ? @badtechno and if you don't know the earth is flat you haven't researched it with an open mind imo. Yes I believe o got that big D energy and WE ALL GET LONELY SOMETIMES ?? n ""condemnation without investigation is the height of ignorance? https://t.co/2K4bXO78rC",,
@janner1918,1,0,en,unknown,positive,58,FALSE,RT @janner1918: I have just woken upafter having a dream that the mass media have told the World that the Earth is flat ! People were out�,,
@ClydeSchmeler,0,0,en,unknown,positive,59,FALSE,RT @stone_toss: the holocaust is real but flat Earth isn't. https://t.co/vlr9fUKpxu,,
@eddmxoficial,0,0,en,unknown,positive,60,FALSE,THE EARTH IS FLAT,,
@NotFuny_ButFuny,0,1,en,surprise,negative,59,FALSE,@ttownsend620 @tgi_95 @shieldofflames9 @rosssdtd @PhillyD And the earth is flat. Why is attention being given to something so stupid,,
@JohnTrump1776,0,0,en,unknown,positive,60,FALSE,@stomachmutant The universe is flat. Why wouldn�t the earth also be flat?,,
@RoccamSoccam,0,1,en,joy,positive,61,FALSE,"@archaeofuturist ""Well it sure looks like the Earth is not flat based on these studies but the most basic premise is consensus opinion of recognized experts so flat it is""",,
@allymadola,0,0,en,unknown,positive,62,FALSE,@nochville they say the earth is flat nowadays ?,,
@DrJRestainoJr,0,0,en,unknown,negative,61,FALSE,Trump thinks scientists are split on climate change. So do most Americans.  They're both wrong. There isn't any serious debate left. Sure there are some who say no but there are also some who say that the earth is flat.  https://t.co/CRNtbkn5Yi,,
@colinoscopy62,2,0,en,unknown,negative,60,FALSE,"RT @CompareSoftware: ""We're not sleepwalking into dystopia we're there"" Paranoia or the beginning of the end of the ""flat-earth period""of�",,
@queso_the_rogue,0,1,en,joy,neutral,60,FALSE,@FlatEarthOrg @SimonGr41594862 I Google it. No answer from the flat earth community as to why the water that is always flat and level isn't flat and level and has tides. Seems like a slight contradiction wouldn't you agree?,,
@JohnsteelsR,10,0,en,unknown,positive,61,FALSE,RT @Russianvids1: Earth to @TheRealDisco & @Konnan5150. A doctor says the world is flat on CBS news.#FlatEarth @CBS @CBSNews #CBS https://�,,
@ItsMeGeorgiaC,0,0,en,unknown,negative,60,FALSE,Who on earth schedules a flat viewing & is 40 minutes late? Lateness is so rude.,,
@FlatEarthEffect,0,0,en,unknown,positive,61,FALSE,New video by https://t.co/ijE21AhArn: Visually Summarizing the Flat Earth https://t.co/xSv2EKsQ5s,,
@jbarchuk,0,0,en,unknown,negative,60,FALSE,@Spongebub_Asthe @NASA Mainly that the Earth probably isn't flat. That and there are a lot of unusual objects out there to be found.,,
@jtstar82,0,0,en,unknown,negative,59,FALSE,"I added a video to a @YouTube playlist https://t.co/3lccmcY3d9 Flat Earth Nonsense: The ""Pear Shaped"" Earth Neil deGrasse Tyson",,
@Shanett89416053,12,0,en,unknown,positive,60,FALSE,RT @ZFlatEarthTruth: TheEarthIsFlat#FlatEarth,,
@Shanett89416053,5,0,en,unknown,positive,61,FALSE,RT @Theflateartherz: Outstanding evidence of the flat earth?? https://t.co/24ljysLHrD,,
@SayetteThersa,0,0,en,sadness,positive,62,FALSE,@republic Christians oh my God.. Even after looking at earth from space knowing its round. John Dayal believes Earth has corners and its flat.. ??,,
@Shanett89416053,0,0,en,unknown,positive,63,FALSE,@MGoedblick @ZFlatEarthTruth Wow. The Bible is a Flat Earth book. ?,,
@simmetry2,0,0,en,sadness,negative,62,FALSE,"Hoodie weather is here now actually ? @badtechno and if you don't know the earth is flat you haven't researched it with an open mind imo. Yes I believe o got that big D energy and WE ALL GET LONELY SOMETIMES ?? n ""condemnation without investigation is the height of ignorance? https://t.co/2K4bXO78rC",,
@janner1918,2,0,en,unknown,positive,63,FALSE,RT @janner1918: https://t.co/M3T15WtowbThe Best Biblical You Tube Channel Celebrating Our Flat Stationary Earth...Come & join us !,,
@kAoSisUp,0,0,en,unknown,positive,64,FALSE,I liked a @YouTube video https://t.co/mJ06COXyun Joe Rogan - Neil deGrasse Tyson on Eric Dubay & Flat Earth,,
@janner1918,1,0,en,unknown,positive,65,FALSE,RT @janner1918: I have just woken upafter having a dream that the mass media have told the World that the Earth is flat ! People were out�,,
@ClydeSchmeler,0,0,en,unknown,positive,66,FALSE,RT @stone_toss: the holocaust is real but flat Earth isn't. https://t.co/vlr9fUKpxu,,
@eddmxoficial,0,0,en,unknown,positive,67,FALSE,THE EARTH IS FLAT,,
@NotFuny_ButFuny,0,1,en,surprise,negative,66,FALSE,@ttownsend620 @tgi_95 @shieldofflames9 @rosssdtd @PhillyD And the earth is flat. Why is attention being given to something so stupid,,
@JohnTrump1776,0,0,en,unknown,positive,67,FALSE,@stomachmutant The universe is flat. Why wouldn�t the earth also be flat?,,
@behindthecurve_,1,0,en,unknown,positive,68,FALSE,RT @DOCNYCfest: #ScienceNonFiction - Join us at #DOCNYC for the #NYCPremiere of @behindthecurve_ - A profile of passionate advocates of the�,,
@Shanett89416053,3,0,und,unknown,positive,69,FALSE,RT @TRWLI: #flatearth #therealitywelivein https://t.co/lKx5cLSDiA,,
@MortazaviMrs,0,0,en,unknown,positive,70,FALSE,How will they pull this off @ all #FlatEarth enthusiasts? https://t.co/e23uQbaUCY,,
@Shanett89416053,12,0,en,unknown,positive,71,FALSE,RT @ZFlatEarthTruth: TheEarthIsFlat#FlatEarth,,
@Shanett89416053,11,0,en,sadness,positive,72,FALSE,RT @ZFlatEarthTruth: Imagine rejecting something as beautiful as the #FlatEarth that #god has given us. #Blessed to know the #Truth,,
@ivan_life,0,0,und,unknown,neutral,72,FALSE,#staywoke #conspiracy #news #conspiracytheory� #matrix #strangerthings� #miami #atlanta� #trump #flatearth #knowledge #london #america #usa #sourcegrid #new #government #truth #7 #look #chicago #newyork #losangeles #nfl #nba #philadelphia #blackandwhite #black #likeforlikes#� https://t.co/JbKBEVPu7S,,
@Shanett89416053,9,0,en,joy,negative,71,FALSE,RT @Theflateartherz: Why are the clouds behind the sun if the sun is supposed to be millions of miles away and not close and local? Which�,,
@JohnsteelsR,10,0,en,unknown,positive,72,FALSE,RT @Russianvids1: Earth to @TheRealDisco & @Konnan5150. A doctor says the world is flat on CBS news.#FlatEarth @CBS @CBSNews #CBS https://�,,
@Shanett89416053,5,0,en,unknown,positive,73,FALSE,RT @LaurynHasIt: https://t.co/7VEPvXteQY@WeAreWakinUp @Its_Stationary @MellowedE @hollyhaygood @Spacehehehe @DSL1912 @enochsearth @majortr�,,
@nenucosinpanial,43,0,en,unknown,positive,74,FALSE,RT @WeAreWakinUp: Is there any point in staying on #Twitter when Twitter is very likely unfollowing people from me & who knows what else f�,,
@nenucosinpanial,11,0,es,unknown,positive,75,FALSE,RT @ChileFlatEarth: No hay nada que tratar de comprender#TierraPlana #ResearchFlatEarth #FlatEarth #Gravedad #Gravity https://t.co/iJ9hhbe�,,
@DOCNYCfest,1,1,en,unknown,neutral,75,FALSE,#ScienceNonFiction - Join us at #DOCNYC for the #NYCPremiere of @behindthecurve_ - A profile of passionate advocates of the #FlatEarth theory reveals the deep-seated need for community and the hazards of believing in alternative facts - https://t.co/OxzHHOmkzn https://t.co/DUf8TSl65O,,
@jayhazy23,4,0,en,unknown,negative,74,FALSE,RT @BillNyeActorGuy: Actronaut Don Pettit...Space idiocy straight from the horses mouth.https://t.co/QGHZ9WiNGX#NASAlies #ResearchFlatEar�,,
@ivan_life,0,0,und,unknown,positive,75,FALSE,#staywoke #conspiracy #news #conspiracytheory� #matrix #strangerthings� #miami #atlanta� #trump #flatearth #knowledge #london #america #usa #sourcegrid #new #government #truth #7 #look #chicago #newyork #losangeles #nfl #nba #philadelphia #blackandwhite � https://t.co/DxrQrZt0yn https://t.co/Y1LqjYrBKh,,
@Bensamsona1,10,0,en,sadness,positive,76,FALSE,RT @seeplaneearth: A BELIEF that God is real is not as powerful as KNOWING that God is real. It makes you act differently. That's why flat�,,
@danny111,0,0,en,unknown,positive,77,FALSE,@FlatEarthOrg can someone answer my question.How was flat earth formed?#flatearthsociety #FlatEarth #NASA,,
@FMStomp,0,0,en,unknown,neutral,77,FALSE,@zanedrake6 @rachelvmckinnon Yes the #FlatEarthSociety boasted they have members all over the globe! I�ll just leave this here to let it sink in,,
@yagoyagoyago,42,0,en,joy,positive,78,FALSE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
@ThomasR0120,0,0,und,unknown,positive,79,FALSE,#FlatEarthSociety https://t.co/TE1mCzTcBw,,
@wFroze_,91,0,en,unknown,positive,80,TRUE,RT @FlatEarthOrg: Oh no where has it gone?#FlatEarth #FlatEarthSocietyhttps://t.co/ZYzPX6gt7O https://t.co/44MwALybwa,,
@wFroze_,60,0,en,joy,positive,81,TRUE,RT @FlatEarthOrg: Good morning!https://t.co/ZYzPX6gt7O#FlatEarth #FlatEarthSociety #USA https://t.co/37mNk81bhw,,
@wFroze_,22,0,en,joy,positive,82,TRUE,RT @FlatEarthOrg: Good morning!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/f5gaKVChsc,,
@wFroze_,42,0,en,joy,positive,83,TRUE,RT @FlatEarthOrg: Good evening!https://t.co/G1s0lv7Zjg#FlatEarth #FlatEarthSociety https://t.co/zA7cfDfjbU,,
